,Trait,AccessionNumber,Species,AccessionName,Condition,variable,value
20398,Leaf_area,Y35,S.cheesmaniae,LA1039,salt,rep3,7.4463
20399,Leaf_dry_mass,Y35,S.cheesmaniae,LA1039,salt,rep3,7.37
20400,Leaf_fresh_mass,Y35,S.cheesmaniae,LA1039,salt,rep3,72.34
20401,Leaf_elongation,Y35,S.cheesmaniae,LA1039,salt,rep3,0.7547
20402,Leaf_horizontal_width,Y35,S.cheesmaniae,LA1039,salt,rep3,3.6399
20403,Leaf_perimeter,Y35,S.cheesmaniae,LA1039,salt,rep3,27.1319
20404,Leaf_succulence,Y35,S.cheesmaniae,LA1039,salt,rep3,8.725138659
20405,Leaf_vertical_length,Y35,S.cheesmaniae,LA1039,salt,rep3,4.8229
20406,Leaf_K_concentration,Y35,S.cheesmaniae,LA1039,salt,rep3,62.87517316
20407,Root_dry_mass,Y35,S.cheesmaniae,LA1039,salt,rep3,6.38
20408,Root_fresh_mass,Y35,S.cheesmaniae,LA1039,salt,rep3,86.56
20409,Root_K_concentration,Y35,S.cheesmaniae,LA1039,salt,rep3,56.56023946
20410,Root_length,Y35,S.cheesmaniae,LA1039,salt,rep3,13.5
20411,Root_Na_concentration,Y35,S.cheesmaniae,LA1039,salt,rep3,221.0651035
20412,Shoot_dry_mass,Y35,S.cheesmaniae,LA1039,salt,rep3,37.76
20413,Shoot_fresh_mass,Y35,S.cheesmaniae,LA1039,salt,rep3,625.71
20414,Stem_length,Y35,S.cheesmaniae,LA1039,salt,rep3,5.1
20415,Stem_thickness,Y35,S.cheesmaniae,LA1039,salt,rep3,2.02
20416,Plant_dry_mass,Y35,S.cheesmaniae,LA1039,salt,rep3,51.51
20417,Plant_fresh_mass,Y35,S.cheesmaniae,LA1039,salt,rep3,712.27
20418,Water_content,Y35,S.cheesmaniae,LA1039,salt,rep3,660.76
20419,Water_concentration,Y35,S.cheesmaniae,LA1039,salt,rep3,0.927681918
20420,Green_pixel_count_initial,Y35,S.cheesmaniae,LA1039,T0,rep3,366451
20421,Root_dry_mass,Y35,S.cheesmaniae,LA1039,T0,rep3,1.21
20422,Root_fresh_mass,Y35,S.cheesmaniae,LA1039,T0,rep3,21.63
20423,Root_length,Y35,S.cheesmaniae,LA1039,T0,rep3,11.5
20424,Shoot_dry_mass,Y35,S.cheesmaniae,LA1039,T0,rep3,8.78
20425,Shoot_fresh_mass,Y35,S.cheesmaniae,LA1039,T0,rep3,131.22
20426,Stem_length,Y35,S.cheesmaniae,LA1039,T0,rep3,2.4
20427,Stem_thickness,Y35,S.cheesmaniae,LA1039,T0,rep3,0.92
20428,Plant_dry_mass,Y35,S.cheesmaniae,LA1039,T0,rep3,9.99
20429,Plant_fresh_mass,Y35,S.cheesmaniae,LA1039,T0,rep3,152.85
20430,Water_content,Y35,S.cheesmaniae,LA1039,T0,rep3,142.86
20431,Water_concentration,Y35,S.cheesmaniae,LA1039,T0,rep3,0.934641806
20432,Green_pixel_count_difference,Y36,S.cheesmaniae,LA1040,control,rep3,2452300
20433,Green_pixel_count_final,Y36,S.cheesmaniae,LA1040,control,rep3,2606529
20434,Green_pixel_count_initial,Y36,S.cheesmaniae,LA1040,control,rep3,154229
20435,Leaf_area,Y36,S.cheesmaniae,LA1040,control,rep3,16.9912
20436,Leaf_dry_mass,Y36,S.cheesmaniae,LA1040,control,rep3,18.17
20437,Leaf_fresh_mass,Y36,S.cheesmaniae,LA1040,control,rep3,222.12
20438,Leaf_elongation,Y36,S.cheesmaniae,LA1040,control,rep3,0.7017
20439,Leaf_horizontal_width,Y36,S.cheesmaniae,LA1040,control,rep3,5.7831
20440,Leaf_perimeter,Y36,S.cheesmaniae,LA1040,control,rep3,42.7468
20441,Leaf_succulence,Y36,S.cheesmaniae,LA1040,control,rep3,12.00327228
20442,Leaf_vertical_length,Y36,S.cheesmaniae,LA1040,control,rep3,8.2412
20443,Leaf_K_concentration,Y36,S.cheesmaniae,LA1040,control,rep3,99.28904143
20444,Leaf_Na_concentration,Y36,S.cheesmaniae,LA1040,control,rep3,7.918607502
20445,Root_dry_mass,Y36,S.cheesmaniae,LA1040,control,rep3,13.92
20446,Root_fresh_mass,Y36,S.cheesmaniae,LA1040,control,rep3,301.74
20447,Root_K_concentration,Y36,S.cheesmaniae,LA1040,control,rep3,77.82641929
20448,Root_length,Y36,S.cheesmaniae,LA1040,control,rep3,17.5
20449,Root_Na_concentration,Y36,S.cheesmaniae,LA1040,control,rep3,8.529636578
20450,Shoot_dry_mass,Y36,S.cheesmaniae,LA1040,control,rep3,61.27
20451,Shoot_fresh_mass,Y36,S.cheesmaniae,LA1040,control,rep3,1409.76
20452,Stem_length,Y36,S.cheesmaniae,LA1040,control,rep3,9.5
20453,Stem_thickness,Y36,S.cheesmaniae,LA1040,control,rep3,2.87
20454,Plant_dry_mass,Y36,S.cheesmaniae,LA1040,control,rep3,93.36
20455,Plant_fresh_mass,Y36,S.cheesmaniae,LA1040,control,rep3,1711.5
20456,Water_content,Y36,S.cheesmaniae,LA1040,control,rep3,1618.14
20457,Water_concentration,Y36,S.cheesmaniae,LA1040,control,rep3,0.945451358
20458,Green_pixel_count_difference,Y36,S.cheesmaniae,LA1040,salt,rep3,570717
20459,Green_pixel_count_final,Y36,S.cheesmaniae,LA1040,salt,rep3,742116
20460,Green_pixel_count_initial,Y36,S.cheesmaniae,LA1040,salt,rep3,171399
20461,Leaf_area,Y36,S.cheesmaniae,LA1040,salt,rep3,3.8889
20462,Leaf_dry_mass,Y36,S.cheesmaniae,LA1040,salt,rep3,3.07
20463,Leaf_fresh_mass,Y36,S.cheesmaniae,LA1040,salt,rep3,38.66
20464,Leaf_elongation,Y36,S.cheesmaniae,LA1040,salt,rep3,0.7374
20465,Leaf_horizontal_width,Y36,S.cheesmaniae,LA1040,salt,rep3,2.6704
20466,Leaf_perimeter,Y36,S.cheesmaniae,LA1040,salt,rep3,13.7504
20467,Leaf_succulence,Y36,S.cheesmaniae,LA1040,salt,rep3,9.151688138
20468,Leaf_vertical_length,Y36,S.cheesmaniae,LA1040,salt,rep3,3.6214
20469,Leaf_K_concentration,Y36,S.cheesmaniae,LA1040,salt,rep3,40.6012925
20470,Leaf_Na_concentration,Y36,S.cheesmaniae,LA1040,salt,rep3,249.9297555
20471,Root_dry_mass,Y36,S.cheesmaniae,LA1040,salt,rep3,4.66
20472,Root_fresh_mass,Y36,S.cheesmaniae,LA1040,salt,rep3,72.32
20473,Root_K_concentration,Y36,S.cheesmaniae,LA1040,salt,rep3,62.51847473
20474,Root_length,Y36,S.cheesmaniae,LA1040,salt,rep3,14.7
20475,Root_Na_concentration,Y36,S.cheesmaniae,LA1040,salt,rep3,161.0996157
20476,Shoot_dry_mass,Y36,S.cheesmaniae,LA1040,salt,rep3,19.35
20477,Shoot_fresh_mass,Y36,S.cheesmaniae,LA1040,salt,rep3,388.26
20478,Stem_length,Y36,S.cheesmaniae,LA1040,salt,rep3,6.2
20479,Stem_thickness,Y36,S.cheesmaniae,LA1040,salt,rep3,1.74
20480,Plant_dry_mass,Y36,S.cheesmaniae,LA1040,salt,rep3,27.08
20481,Plant_fresh_mass,Y36,S.cheesmaniae,LA1040,salt,rep3,460.58
20482,Water_content,Y36,S.cheesmaniae,LA1040,salt,rep3,433.5
20483,Water_concentration,Y36,S.cheesmaniae,LA1040,salt,rep3,0.941204568
20484,Root_dry_mass,Y36,S.cheesmaniae,LA1040,T0,rep3,0.56
20485,Root_fresh_mass,Y36,S.cheesmaniae,LA1040,T0,rep3,13.61
20486,Root_length,Y36,S.cheesmaniae,LA1040,T0,rep3,9.5
20487,Shoot_dry_mass,Y36,S.cheesmaniae,LA1040,T0,rep3,3.94
20488,Shoot_fresh_mass,Y36,S.cheesmaniae,LA1040,T0,rep3,66.26
20489,Stem_length,Y36,S.cheesmaniae,LA1040,T0,rep3,3.8
20490,Stem_thickness,Y36,S.cheesmaniae,LA1040,T0,rep3,0.86
20491,Plant_dry_mass,Y36,S.cheesmaniae,LA1040,T0,rep3,4.5
20492,Plant_fresh_mass,Y36,S.cheesmaniae,LA1040,T0,rep3,79.87
20493,Water_content,Y36,S.cheesmaniae,LA1040,T0,rep3,75.37
20494,Water_concentration,Y36,S.cheesmaniae,LA1040,T0,rep3,0.943658445
20495,Green_pixel_count_difference,Y37,S.cheesmaniae,LA1041,control,rep3,4398018
20496,Green_pixel_count_final,Y37,S.cheesmaniae,LA1041,control,rep3,5010132
20497,Green_pixel_count_initial,Y37,S.cheesmaniae,LA1041,control,rep3,612114
20498,Leaf_area,Y37,S.cheesmaniae,LA1041,control,rep3,32.9769
20499,Leaf_dry_mass,Y37,S.cheesmaniae,LA1041,control,rep3,27.81
20500,Leaf_fresh_mass,Y37,S.cheesmaniae,LA1041,control,rep3,307.64
20501,Leaf_horizontal_width,Y37,S.cheesmaniae,LA1041,control,rep3,7.0758
20502,Leaf_perimeter,Y37,S.cheesmaniae,LA1041,control,rep3,80.9878
20503,Leaf_succulence,Y37,S.cheesmaniae,LA1041,control,rep3,8.485636916
20504,Leaf_vertical_length,Y37,S.cheesmaniae,LA1041,control,rep3,11.7611
20505,Leaf_K_concentration,Y37,S.cheesmaniae,LA1041,control,rep3,92.73487475
20506,Leaf_Na_concentration,Y37,S.cheesmaniae,LA1041,control,rep3,9.577243326
20507,Root_dry_mass,Y37,S.cheesmaniae,LA1041,control,rep3,17.83
20508,Root_fresh_mass,Y37,S.cheesmaniae,LA1041,control,rep3,381.2
20509,Root_K_concentration,Y37,S.cheesmaniae,LA1041,control,rep3,54.62751465
20510,Root_length,Y37,S.cheesmaniae,LA1041,control,rep3,18
20511,Root_Na_concentration,Y37,S.cheesmaniae,LA1041,control,rep3,10.49894047
20512,Shoot_dry_mass,Y37,S.cheesmaniae,LA1041,control,rep3,97.98
20513,Shoot_fresh_mass,Y37,S.cheesmaniae,LA1041,control,rep3,2016.63
20514,Stem_length,Y37,S.cheesmaniae,LA1041,control,rep3,7.5
20515,Stem_thickness,Y37,S.cheesmaniae,LA1041,control,rep3,2.69
20516,Plant_dry_mass,Y37,S.cheesmaniae,LA1041,control,rep3,143.62
20517,Plant_fresh_mass,Y37,S.cheesmaniae,LA1041,control,rep3,2397.83
20518,Water_content,Y37,S.cheesmaniae,LA1041,control,rep3,2254.21
20519,Water_concentration,Y37,S.cheesmaniae,LA1041,control,rep3,0.940104178
20520,Green_pixel_count_difference,Y37,S.cheesmaniae,LA1041,salt,rep3,953386
20521,Green_pixel_count_final,Y37,S.cheesmaniae,LA1041,salt,rep3,1681644
20522,Leaf_area,Y37,S.cheesmaniae,LA1041,salt,rep3,8.9666
20523,Leaf_dry_mass,Y37,S.cheesmaniae,LA1041,salt,rep3,9.4
20524,Leaf_fresh_mass,Y37,S.cheesmaniae,LA1041,salt,rep3,91.09
20525,Leaf_elongation,Y37,S.cheesmaniae,LA1041,salt,rep3,0.7824
20526,Leaf_horizontal_width,Y37,S.cheesmaniae,LA1041,salt,rep3,4.4224
20527,Leaf_perimeter,Y37,S.cheesmaniae,LA1041,salt,rep3,27.9476
20528,Leaf_succulence,Y37,S.cheesmaniae,LA1041,salt,rep3,9.110476658
20529,Leaf_vertical_length,Y37,S.cheesmaniae,LA1041,salt,rep3,5.6521
20530,Leaf_K_concentration,Y37,S.cheesmaniae,LA1041,salt,rep3,45.90525156
20531,Leaf_Na_concentration,Y37,S.cheesmaniae,LA1041,salt,rep3,213.0003672
20532,Root_dry_mass,Y37,S.cheesmaniae,LA1041,salt,rep3,11.9
20533,Root_fresh_mass,Y37,S.cheesmaniae,LA1041,salt,rep3,185.04
20534,Root_K_concentration,Y37,S.cheesmaniae,LA1041,salt,rep3,55.85075661
20535,Root_length,Y37,S.cheesmaniae,LA1041,salt,rep3,12.9
20536,Root_Na_concentration,Y37,S.cheesmaniae,LA1041,salt,rep3,195.5065265
20537,Shoot_dry_mass,Y37,S.cheesmaniae,LA1041,salt,rep3,52.13
20538,Shoot_fresh_mass,Y37,S.cheesmaniae,LA1041,salt,rep3,781.27
20539,Stem_length,Y37,S.cheesmaniae,LA1041,salt,rep3,5.4
20540,Stem_thickness,Y37,S.cheesmaniae,LA1041,salt,rep3,1.92
20541,Plant_dry_mass,Y37,S.cheesmaniae,LA1041,salt,rep3,73.43
20542,Plant_fresh_mass,Y37,S.cheesmaniae,LA1041,salt,rep3,966.31
20543,Water_content,Y37,S.cheesmaniae,LA1041,salt,rep3,892.88
20544,Water_concentration,Y37,S.cheesmaniae,LA1041,salt,rep3,0.924009893
20545,Green_pixel_count_initial,Y37,S.cheesmaniae,LA1041,T0,rep3,701562
20546,Root_dry_mass,Y37,S.cheesmaniae,LA1041,T0,rep3,2.6
20547,Root_fresh_mass,Y37,S.cheesmaniae,LA1041,T0,rep3,49.21
20548,Root_length,Y37,S.cheesmaniae,LA1041,T0,rep3,11.9
20549,Shoot_dry_mass,Y37,S.cheesmaniae,LA1041,T0,rep3,14.83
20550,Shoot_fresh_mass,Y37,S.cheesmaniae,LA1041,T0,rep3,260.55
20551,Stem_length,Y37,S.cheesmaniae,LA1041,T0,rep3,3.2
20552,Stem_thickness,Y37,S.cheesmaniae,LA1041,T0,rep3,1.43
20553,Plant_dry_mass,Y37,S.cheesmaniae,LA1041,T0,rep3,17.43
20554,Plant_fresh_mass,Y37,S.cheesmaniae,LA1041,T0,rep3,309.76
20555,Water_content,Y37,S.cheesmaniae,LA1041,T0,rep3,292.33
20556,Water_concentration,Y37,S.cheesmaniae,LA1041,T0,rep3,0.94373063
20557,Green_pixel_count_difference,Y38,S.cheesmaniae,LA1042,control,rep3,1643314
20558,Green_pixel_count_final,Y38,S.cheesmaniae,LA1042,control,rep3,1883974
20559,Green_pixel_count_initial,Y38,S.cheesmaniae,LA1042,control,rep3,240660
20560,Leaf_area,Y38,S.cheesmaniae,LA1042,control,rep3,16.001
20561,Leaf_dry_mass,Y38,S.cheesmaniae,LA1042,control,rep3,13.44
20562,Leaf_fresh_mass,Y38,S.cheesmaniae,LA1042,control,rep3,161.29
20563,Leaf_elongation,Y38,S.cheesmaniae,LA1042,control,rep3,0.6802
20564,Leaf_horizontal_width,Y38,S.cheesmaniae,LA1042,control,rep3,5.698
20565,Leaf_perimeter,Y38,S.cheesmaniae,LA1042,control,rep3,47.3885
20566,Leaf_succulence,Y38,S.cheesmaniae,LA1042,control,rep3,9.240047497
20567,Leaf_vertical_length,Y38,S.cheesmaniae,LA1042,control,rep3,8.3766
20568,Leaf_K_concentration,Y38,S.cheesmaniae,LA1042,control,rep3,106.1887048
20569,Leaf_Na_concentration,Y38,S.cheesmaniae,LA1042,control,rep3,9.232330064
20570,Root_dry_mass,Y38,S.cheesmaniae,LA1042,control,rep3,13.15
20571,Root_fresh_mass,Y38,S.cheesmaniae,LA1042,control,rep3,248.37
20572,Root_K_concentration,Y38,S.cheesmaniae,LA1042,control,rep3,70.99736417
20573,Root_length,Y38,S.cheesmaniae,LA1042,control,rep3,20.8
20574,Root_Na_concentration,Y38,S.cheesmaniae,LA1042,control,rep3,12.73276082
20575,Shoot_dry_mass,Y38,S.cheesmaniae,LA1042,control,rep3,55.94
20576,Shoot_fresh_mass,Y38,S.cheesmaniae,LA1042,control,rep3,1138.2
20577,Stem_length,Y38,S.cheesmaniae,LA1042,control,rep3,5.4
20578,Stem_thickness,Y38,S.cheesmaniae,LA1042,control,rep3,2.45
20579,Plant_dry_mass,Y38,S.cheesmaniae,LA1042,control,rep3,82.53
20580,Plant_fresh_mass,Y38,S.cheesmaniae,LA1042,control,rep3,1386.57
20581,Water_content,Y38,S.cheesmaniae,LA1042,control,rep3,1304.04
20582,Water_concentration,Y38,S.cheesmaniae,LA1042,control,rep3,0.940479024
20583,Green_pixel_count_difference,Y38,S.cheesmaniae,LA1042,salt,rep3,359290
20584,Green_pixel_count_final,Y38,S.cheesmaniae,LA1042,salt,rep3,565497
20585,Green_pixel_count_initial,Y38,S.cheesmaniae,LA1042,salt,rep3,206207
20586,Leaf_area,Y38,S.cheesmaniae,LA1042,salt,rep3,3.3441
20587,Leaf_dry_mass,Y38,S.cheesmaniae,LA1042,salt,rep3,3.23
20588,Leaf_fresh_mass,Y38,S.cheesmaniae,LA1042,salt,rep3,34.27
20589,Leaf_elongation,Y38,S.cheesmaniae,LA1042,salt,rep3,0.6939
20590,Leaf_horizontal_width,Y38,S.cheesmaniae,LA1042,salt,rep3,2.3132
20591,Leaf_perimeter,Y38,S.cheesmaniae,LA1042,salt,rep3,14.8575
20592,Leaf_succulence,Y38,S.cheesmaniae,LA1042,salt,rep3,9.282019078
20593,Leaf_vertical_length,Y38,S.cheesmaniae,LA1042,salt,rep3,3.3337
20594,Leaf_K_concentration,Y38,S.cheesmaniae,LA1042,salt,rep3,58.79510309
20595,Leaf_Na_concentration,Y38,S.cheesmaniae,LA1042,salt,rep3,211.6623711
20596,Root_dry_mass,Y38,S.cheesmaniae,LA1042,salt,rep3,4.74
20597,Root_K_concentration,Y38,S.cheesmaniae,LA1042,salt,rep3,42.54590299
20598,Root_length,Y38,S.cheesmaniae,LA1042,salt,rep3,17.8
20599,Root_Na_concentration,Y38,S.cheesmaniae,LA1042,salt,rep3,198.6845711
20600,Shoot_dry_mass,Y38,S.cheesmaniae,LA1042,salt,rep3,19.47
20601,Shoot_fresh_mass,Y38,S.cheesmaniae,LA1042,salt,rep3,315.82
20602,Stem_length,Y38,S.cheesmaniae,LA1042,salt,rep3,2.7
20603,Stem_thickness,Y38,S.cheesmaniae,LA1042,salt,rep3,1.43
20604,Plant_dry_mass,Y38,S.cheesmaniae,LA1042,salt,rep3,27.44
20605,Plant_fresh_mass,Y38,S.cheesmaniae,LA1042,salt,rep3,393.54
20606,Water_content,Y38,S.cheesmaniae,LA1042,salt,rep3,366.1
20607,Water_concentration,Y38,S.cheesmaniae,LA1042,salt,rep3,0.930273924
20608,Root_dry_mass,Y38,S.cheesmaniae,LA1042,T0,rep3,0.74
20609,Root_fresh_mass,Y38,S.cheesmaniae,LA1042,T0,rep3,16.64
20610,Root_length,Y38,S.cheesmaniae,LA1042,T0,rep3,7.2
20611,Shoot_dry_mass,Y38,S.cheesmaniae,LA1042,T0,rep3,6.35
20612,Shoot_fresh_mass,Y38,S.cheesmaniae,LA1042,T0,rep3,95.69
20613,Stem_length,Y38,S.cheesmaniae,LA1042,T0,rep3,1.9
20614,Stem_thickness,Y38,S.cheesmaniae,LA1042,T0,rep3,0.91
20615,Plant_dry_mass,Y38,S.cheesmaniae,LA1042,T0,rep3,7.09
20616,Plant_fresh_mass,Y38,S.cheesmaniae,LA1042,T0,rep3,112.33
20617,Water_content,Y38,S.cheesmaniae,LA1042,T0,rep3,105.24
20618,Water_concentration,Y38,S.cheesmaniae,LA1042,T0,rep3,0.9368824
20619,Green_pixel_count_difference,Y39,S.cheesmaniae,LA1043,control,rep3,1987356
20620,Green_pixel_count_final,Y39,S.cheesmaniae,LA1043,control,rep3,2355040
20621,Green_pixel_count_initial,Y39,S.cheesmaniae,LA1043,control,rep3,367684
20622,Leaf_area,Y39,S.cheesmaniae,LA1043,control,rep3,15.8335
20623,Leaf_dry_mass,Y39,S.cheesmaniae,LA1043,control,rep3,14.18
20624,Leaf_fresh_mass,Y39,S.cheesmaniae,LA1043,control,rep3,172.87
20625,Leaf_horizontal_width,Y39,S.cheesmaniae,LA1043,control,rep3,5.1367
20626,Leaf_succulence,Y39,S.cheesmaniae,LA1043,control,rep3,10.02242082
20627,Leaf_K_concentration,Y39,S.cheesmaniae,LA1043,control,rep3,106.181864
20628,Leaf_Na_concentration,Y39,S.cheesmaniae,LA1043,control,rep3,7.467389249
20629,Root_dry_mass,Y39,S.cheesmaniae,LA1043,control,rep3,11.45
20630,Root_fresh_mass,Y39,S.cheesmaniae,LA1043,control,rep3,287.42
20631,Root_K_concentration,Y39,S.cheesmaniae,LA1043,control,rep3,34.96756894
20632,Root_length,Y39,S.cheesmaniae,LA1043,control,rep3,20
20633,Root_Na_concentration,Y39,S.cheesmaniae,LA1043,control,rep3,10.61709606
20634,Shoot_dry_mass,Y39,S.cheesmaniae,LA1043,control,rep3,70.24
20635,Shoot_fresh_mass,Y39,S.cheesmaniae,LA1043,control,rep3,1259.17
20636,Stem_length,Y39,S.cheesmaniae,LA1043,control,rep3,5.9
20637,Stem_thickness,Y39,S.cheesmaniae,LA1043,control,rep3,2.6
20638,Plant_dry_mass,Y39,S.cheesmaniae,LA1043,control,rep3,95.87
20639,Plant_fresh_mass,Y39,S.cheesmaniae,LA1043,control,rep3,1546.59
20640,Water_content,Y39,S.cheesmaniae,LA1043,control,rep3,1450.72
20641,Water_concentration,Y39,S.cheesmaniae,LA1043,control,rep3,0.938012014
20642,Green_pixel_count_final,Y39,S.cheesmaniae,LA1043,salt,rep3,548673
20643,Green_pixel_count_initial,Y39,S.cheesmaniae,LA1043,salt,rep3,340633
20644,Leaf_area,Y39,S.cheesmaniae,LA1043,salt,rep3,4.1244
20645,Leaf_dry_mass,Y39,S.cheesmaniae,LA1043,salt,rep3,4.07
20646,Leaf_fresh_mass,Y39,S.cheesmaniae,LA1043,salt,rep3,39.88
20647,Leaf_elongation,Y39,S.cheesmaniae,LA1043,salt,rep3,0.6729
20648,Leaf_horizontal_width,Y39,S.cheesmaniae,LA1043,salt,rep3,2.6874
20649,Leaf_perimeter,Y39,S.cheesmaniae,LA1043,salt,rep3,19.0914
20650,Leaf_succulence,Y39,S.cheesmaniae,LA1043,salt,rep3,8.682475027
20651,Leaf_vertical_length,Y39,S.cheesmaniae,LA1043,salt,rep3,3.9937
20652,Leaf_K_concentration,Y39,S.cheesmaniae,LA1043,salt,rep3,65.90337894
20653,Leaf_Na_concentration,Y39,S.cheesmaniae,LA1043,salt,rep3,223.6805362
20654,Root_dry_mass,Y39,S.cheesmaniae,LA1043,salt,rep3,5.23
20655,Root_fresh_mass,Y39,S.cheesmaniae,LA1043,salt,rep3,73.01
20656,Root_K_concentration,Y39,S.cheesmaniae,LA1043,salt,rep3,39.09707878
20657,Root_length,Y39,S.cheesmaniae,LA1043,salt,rep3,12.5
20658,Root_Na_concentration,Y39,S.cheesmaniae,LA1043,salt,rep3,217.6158159
20659,Shoot_dry_mass,Y39,S.cheesmaniae,LA1043,salt,rep3,22.49
20660,Shoot_fresh_mass,Y39,S.cheesmaniae,LA1043,salt,rep3,314
20661,Stem_length,Y39,S.cheesmaniae,LA1043,salt,rep3,3.6
20662,Stem_thickness,Y39,S.cheesmaniae,LA1043,salt,rep3,1.43
20663,Plant_dry_mass,Y39,S.cheesmaniae,LA1043,salt,rep3,31.79
20664,Plant_fresh_mass,Y39,S.cheesmaniae,LA1043,salt,rep3,387.01
20665,Water_content,Y39,S.cheesmaniae,LA1043,salt,rep3,355.22
20666,Water_concentration,Y39,S.cheesmaniae,LA1043,salt,rep3,0.91785742
20667,Green_pixel_count_initial,Y39,S.cheesmaniae,LA1043,T0,rep3,286108
20668,Root_dry_mass,Y39,S.cheesmaniae,LA1043,T0,rep3,1.09
20669,Root_fresh_mass,Y39,S.cheesmaniae,LA1043,T0,rep3,20.71
20670,Root_length,Y39,S.cheesmaniae,LA1043,T0,rep3,10.4
20671,Shoot_dry_mass,Y39,S.cheesmaniae,LA1043,T0,rep3,6.59
20672,Shoot_fresh_mass,Y39,S.cheesmaniae,LA1043,T0,rep3,97.84
20673,Stem_length,Y39,S.cheesmaniae,LA1043,T0,rep3,2.4
20674,Stem_thickness,Y39,S.cheesmaniae,LA1043,T0,rep3,0.99
20675,Plant_dry_mass,Y39,S.cheesmaniae,LA1043,T0,rep3,7.68
20676,Plant_fresh_mass,Y39,S.cheesmaniae,LA1043,T0,rep3,118.55
20677,Water_content,Y39,S.cheesmaniae,LA1043,T0,rep3,110.87
20678,Water_concentration,Y39,S.cheesmaniae,LA1043,T0,rep3,0.935217208
20679,Green_pixel_count_difference,Y40,S.galapagense,LA1044,control,rep3,816708
20680,Green_pixel_count_final,Y40,S.galapagense,LA1044,control,rep3,1137174
20681,Green_pixel_count_initial,Y40,S.galapagense,LA1044,control,rep3,320466
20682,Leaf_area,Y40,S.galapagense,LA1044,control,rep3,12.2744
20683,Leaf_dry_mass,Y40,S.galapagense,LA1044,control,rep3,11.67
20684,Leaf_fresh_mass,Y40,S.galapagense,LA1044,control,rep3,140.89
20685,Leaf_elongation,Y40,S.galapagense,LA1044,control,rep3,0.5184
20686,Leaf_horizontal_width,Y40,S.galapagense,LA1044,control,rep3,3.8951
20687,Leaf_perimeter,Y40,S.galapagense,LA1044,control,rep3,53.2733
20688,Leaf_vertical_length,Y40,S.galapagense,LA1044,control,rep3,7.5136
20689,Leaf_K_concentration,Y40,S.galapagense,LA1044,control,rep3,126.1414642
20690,Leaf_Na_concentration,Y40,S.galapagense,LA1044,control,rep3,11.06639839
20691,Root_dry_mass,Y40,S.galapagense,LA1044,control,rep3,8.33
20692,Root_fresh_mass,Y40,S.galapagense,LA1044,control,rep3,188.36
20693,Root_K_concentration,Y40,S.galapagense,LA1044,control,rep3,67.48875187
20694,Root_length,Y40,S.galapagense,LA1044,control,rep3,13.7
20695,Root_Na_concentration,Y40,S.galapagense,LA1044,control,rep3,7.19324557
20696,Shoot_fresh_mass,Y40,S.galapagense,LA1044,control,rep3,1015.83
20697,Stem_length,Y40,S.galapagense,LA1044,control,rep3,6.5
20698,Stem_thickness,Y40,S.galapagense,LA1044,control,rep3,2.49
20699,Plant_fresh_mass,Y40,S.galapagense,LA1044,control,rep3,1204.19
20700,Water_content,Y40,S.galapagense,LA1044,control,rep3,1134.68
20701,Water_concentration,Y40,S.galapagense,LA1044,control,rep3,0.942276551
20702,Green_pixel_count_difference,Y40,S.galapagense,LA1044,salt,rep3,293470
20703,Green_pixel_count_final,Y40,S.galapagense,LA1044,salt,rep3,496210
20704,Leaf_area,Y40,S.galapagense,LA1044,salt,rep3,2.9938
20705,Leaf_dry_mass,Y40,S.galapagense,LA1044,salt,rep3,2.9
20706,Leaf_fresh_mass,Y40,S.galapagense,LA1044,salt,rep3,37.5
20707,Leaf_elongation,Y40,S.galapagense,LA1044,salt,rep3,0.7401
20708,Leaf_horizontal_width,Y40,S.galapagense,LA1044,salt,rep3,2.5173
20709,Leaf_perimeter,Y40,S.galapagense,LA1044,salt,rep3,17.7707
20710,Leaf_succulence,Y40,S.galapagense,LA1044,salt,rep3,11.55721825
20711,Leaf_vertical_length,Y40,S.galapagense,LA1044,salt,rep3,3.4014
20712,Leaf_K_concentration,Y40,S.galapagense,LA1044,salt,rep3,28.61271676
20713,Leaf_Na_concentration,Y40,S.galapagense,LA1044,salt,rep3,239.3063584
20714,Root_dry_mass,Y40,S.galapagense,LA1044,salt,rep3,2.99
20715,Root_fresh_mass,Y40,S.galapagense,LA1044,salt,rep3,39.18
20716,Root_K_concentration,Y40,S.galapagense,LA1044,salt,rep3,58.99419729
20717,Root_length,Y40,S.galapagense,LA1044,salt,rep3,8
20718,Root_Na_concentration,Y40,S.galapagense,LA1044,salt,rep3,221.0555402
20719,Shoot_dry_mass,Y40,S.galapagense,LA1044,salt,rep3,16.18
20720,Shoot_fresh_mass,Y40,S.galapagense,LA1044,salt,rep3,276.01
20721,Stem_length,Y40,S.galapagense,LA1044,salt,rep3,4.5
20722,Stem_thickness,Y40,S.galapagense,LA1044,salt,rep3,1.45
20723,Plant_dry_mass,Y40,S.galapagense,LA1044,salt,rep3,22.07
20724,Plant_fresh_mass,Y40,S.galapagense,LA1044,salt,rep3,315.19
20725,Water_content,Y40,S.galapagense,LA1044,salt,rep3,293.12
20726,Water_concentration,Y40,S.galapagense,LA1044,salt,rep3,0.929978743
20727,Green_pixel_count_initial,Y40,S.galapagense,LA1044,T0,rep3,339316
20728,Root_dry_mass,Y40,S.galapagense,LA1044,T0,rep3,1.17
