Trait,AccessionNumber,AccessionName,rep1,rep2,rep3,rep4,rep5,rep6
GPI,Y53,LA1409,1.125465889,1.214864274,0.969103462,1.272926229,1.031262039,1.061602927
GPF,Y53,LA1409,0.185813484,0.236175486,0.554601256,0.413602263,0.331019484,0.298088603
dGP,Y53,LA1409,0.039273631,0.09761846,0.418299221,0.257707378,0.183379887,0.156817101
L4FM,Y53,LA1409,0.104749239,0.171863321,0.206830296,0.250532976,0.170778098,0.083235696
L4DM,Y53,LA1409,0.11615174,0.196900115,0.255503669,0.320599251,0.196575777,0.111607143
L4A,Y53,LA1409,0.142979087,0.170307027,0.233024962,0.273288591,0.182938158,0.084008928
RNa,Y53,LA1409,14.25175839,15.02350369,12.71450843,15.01990219,10.86677868,17.98841538
RK,Y53,LA1409,NA,0.37116766,0.560895868,0.584765126,0.481490262,0.476121447
LNa,Y53,LA1409,23.30231113,16.50671595,13.5086474,13.92083865,13.56056873,18.35302284
LK,Y53,LA1409,0.517622057,0.514389958,0.550617057,0.53958717,0.659341566,0.762938775
LeafSucculence,Y53,LA1409,NA,0.994063348,0.866194294,0.890816358,0.919429945,0.958418709
LeafPerimeter,Y53,LA1409,0.222883432,0.224981791,0.30223042,0.349523525,0.26532324,0.166410339
LeafVertLength,Y53,LA1409,0.32585838,0.341127955,0.39728677,0.412043629,0.361440065,0.241968275
LeafHorizWidth,Y53,LA1409,0.338270442,0.408531995,0.513881517,0.450508658,0.364180414,0.278736991
LeafElongationFactor,Y53,LA1409,1.038184932,1.197634609,1.293541475,1.09343292,1.007543263,1.15199637
DG,Y54,LA1410,4,4,4,4,4,4
DL4,Y54,LA1410,12,12,13,14,14,14
DH,Y54,LA1410,11,11,11,11,11,11
LN,Y54,LA1410,0.5,0.5,NA,0.5,0.5,0.5
RL,Y54,LA1410,0.042553191,0.71641791,0.523809524,0.277777778,0.625,0
SL,Y54,LA1410,0.3125,0.304347826,0.416666667,0.285714286,0.268292683,0.358974359
ST,Y54,LA1410,0.307692308,0.182926829,0.277419355,-0.274074074,-0.095238095,0.012658228
RFM,Y54,LA1410,0.113688233,0.208977035,0.140133258,0.089503336,0.192070485,0.048415014
SFM,Y54,LA1410,0.206124404,0.231337181,0.26830718,0.16887269,0.164981786,0.129947782
TFM,Y54,LA1410,0.192343604,0.227822012,0.248174045,0.155832732,0.168839316,0.119482003
RDM,Y54,LA1410,0.304535637,NA,0.290909091,0.226396917,0.342105263,0.181181181
SDM,Y54,LA1410,0.255559606,0.27657821,0.350492264,0.208404937,0.251313903,0.156745182
TDM,Y54,LA1410,0.248795334,0.298787946,0.319460067,0.20702489,0.241595697,0.162535334
WC,Y54,LA1410,0.188586571,0.223370119,0.243673208,0.152770434,0.164524661,0.116812286
WCn,Y54,LA1410,-3.068963501,0.137749511,-0.256775671,-0.678708179,-0.905171786,-1.680129723
GPI,Y54,LA1410,0.971406192,1.06370698,0.928317306,1.266437141,1.704076468,1.178511785
GPF,Y54,LA1410,0.306431432,0.277727616,0.379073305,0.208274296,0.250158033,0.19478991
dGP,Y54,LA1410,0.180092925,0.179639886,0.272677913,0.107670809,0.116999115,0.089366209
L4FM,Y54,LA1410,0.161532733,0.155852381,0.193201032,0.178307731,NA,0.168896584
L4DM,Y54,LA1410,0.188602442,0.184748915,NA,0.182053494,NA,0.180904523
L4A,Y54,LA1410,NA,0.198997791,0.198899909,0.168441589,0.134002796,0.158228666
RNa,Y54,LA1410,NA,19.86720615,17.1222415,16.99909911,15.57685141,13.25982196
RK,Y54,LA1410,1.063549536,0.579207801,0.68243375,1.026726214,0.773209518,0.651642985
LNa,Y54,LA1410,28.52125192,26.39652872,18.65977577,21.62926156,32.32884417,18.67799251
LK,Y54,LA1410,0.583219896,0.68595207,0.570940428,0.596958328,0.728726808,0.579841876
LeafSucculence,Y54,LA1410,NA,0.76832077,0.949387996,1.056147101,0.889075405,1.059549773
LeafPerimeter,Y54,LA1410,NA,0.209032229,NA,0.228516892,0.187333307,0.222648938
LeafVertLength,Y54,LA1410,NA,0.35445482,0.406652863,0.325848217,0.290202075,0.319102317
LeafHorizWidth,Y54,LA1410,NA,0.406348679,0.457981325,0.45908605,0.431164128,0.448405385
LeafElongationFactor,Y54,LA1410,NA,1.146280845,1.126185028,1.408935399,1.485569423,1.405130007
DG,Y55,LA1411,4,4,4,4,4,4
DL4,Y55,LA1411,11,12,13,13,13,13
DH,Y55,LA1411,11,11,11,11,11,11
LN,Y55,LA1411,NA,NA,NA,NA,NA,NA
RL,Y55,LA1411,NA,NA,NA,NA,NA,NA
SL,Y55,LA1411,NA,NA,NA,NA,NA,NA
ST,Y55,LA1411,NA,NA,NA,NA,NA,NA
RFM,Y55,LA1411,NA,NA,NA,NA,NA,NA
SFM,Y55,LA1411,NA,NA,NA,NA,NA,NA
TFM,Y55,LA1411,NA,NA,NA,NA,NA,NA
RDM,Y55,LA1411,NA,NA,NA,NA,NA,NA
SDM,Y55,LA1411,NA,NA,NA,NA,NA,NA
TDM,Y55,LA1411,NA,NA,NA,NA,NA,NA
WC,Y55,LA1411,NA,NA,NA,NA,NA,NA
WCn,Y55,LA1411,NA,NA,NA,NA,NA,NA
GPI,Y55,LA1411,1.111637521,1.129517107,1.215676631,1.012998175,1.145538967,1.203853568
GPF,Y55,LA1411,0.104392709,0.130737767,0.081636198,0.136412878,0.072229733,0.110716677
dGP,Y55,LA1411,-1.42101022,-10.65513464,-5.065132478,2.599459634,-1.063978497,-1.261652028
L4FM,Y55,LA1411,NA,NA,NA,NA,NA,NA
L4DM,Y55,LA1411,NA,NA,NA,NA,NA,NA
L4A,Y55,LA1411,NA,NA,NA,NA,NA,NA
RNa,Y55,LA1411,NA,NA,NA,NA,NA,NA
RK,Y55,LA1411,NA,NA,NA,NA,NA,NA
LNa,Y55,LA1411,NA,NA,NA,NA,NA,NA
LK,Y55,LA1411,NA,NA,NA,NA,NA,NA
LeafSucculence,Y55,LA1411,NA,NA,NA,NA,NA,NA
LeafPerimeter,Y55,LA1411,NA,NA,NA,NA,NA,NA
LeafVertLength,Y55,LA1411,NA,NA,NA,NA,NA,NA
LeafHorizWidth,Y55,LA1411,NA,NA,NA,NA,NA,NA
LeafElongationFactor,Y55,LA1411,NA,NA,NA,NA,NA,NA
DG,Y56,LA1412,3,3,3,3,3,3
DL4,Y56,LA1412,NA,12,12,12,12,12
DH,Y56,LA1412,11,11,11,11,11,11
LN,Y56,LA1412,0.666666667,0.666666667,0.666666667,0.666666667,0.666666667,0.666666667
RL,Y56,LA1412,1.258823529,NA,NA,0.291666667,1.028571429,0.602409639
SL,Y56,LA1412,0.25,NA,0.387755102,0.3,0.36,0.359375
ST,Y56,LA1412,0.33,0.546961326,0.455,0.408376963,0.386363636,0.525252525
RFM,Y56,LA1412,0.119176282,0.317283777,0.229719256,0.19867199,0.276361505,0.332702516
SFM,Y56,LA1412,0.213139309,0.290933712,0.230524738,0.178706266,0.218368491,0.277164363
TFM,Y56,LA1412,0.197597594,0.294213158,0.230416401,0.181324728,0.22634029,0.283493144
RDM,Y56,LA1412,0.295813315,0.458990536,0.301994302,0.267407407,0.427684117,0.401679496
SDM,Y56,LA1412,0.286061472,NA,0.282476363,NA,0.296620776,0.309270261
TDM,Y56,LA1412,0.261494797,0.34871306,0.272324256,0.217225213,0.293776423,0.303289159
WC,Y56,LA1412,0.193240611,0.290656148,0.22755032,0.178970739,0.222148201,0.282096906
WCn,Y56,LA1412,3.037462231,2.400135538,3.222755331,NA,NA,1.474978757
GPI,Y56,LA1412,NA,1.239745707,1.183420051,0.960095467,1.086354982,1.05849767
GPF,Y56,LA1412,NA,0.423314509,0.268010689,0.219527586,0.273827317,0.390245514
dGP,Y56,LA1412,NA,0.302171343,0.154247231,0.123204978,0.169779862,0.295372808
L4FM,Y56,LA1412,0.125132709,0.187686732,0.176894745,0.119859579,0.15725,0.178880444
L4DM,Y56,LA1412,0.156751653,0.243942731,0.210062241,0.155697446,0.201295197,0.214154412
L4A,Y56,LA1412,0.156760406,0.257323636,0.234872986,0.17656887,0.206236867,0.230077663
RNa,Y56,LA1412,NA,11.86636425,10.16486711,10.8034936,12.35260027,8.254572912
RK,Y56,LA1412,0.620103071,0.671311739,0.691796143,1.472174238,1.100663028,0.651733086
LNa,Y56,LA1412,37.62099493,22.14931705,15.50605433,15.97489572,21.33605514,26.90376258
LK,Y56,LA1412,0.795990616,0.597174737,0.594877146,0.928784666,0.524958139,0.59376584
LeafSucculence,Y56,LA1412,0.775278699,0.708036419,0.737457437,0.658058142,0.740665446,0.759679366
LeafPerimeter,Y56,LA1412,0.274893634,0.351633056,0.323771475,0.30648438,0.291480753,0.354226227
LeafVertLength,Y56,LA1412,0.36414722,0.437265591,0.462622066,0.382047254,0.372549639,0.420490494
LeafHorizWidth,Y56,LA1412,0.421572395,0.515892471,0.444446461,0.481109585,0.382791647,0.522863511
LeafElongationFactor,Y56,LA1412,1.157677064,1.179878049,0.960632315,1.259467858,1.027492547,1.243467059
DG,Y57,LA1414,4,4,4,4,4,4
DL4,Y57,LA1414,15,15,15,15,15,15
DH,Y57,LA1414,11,11,11,11,11,11
LN,Y57,LA1414,0.5,0.5,0.666666667,0.666666667,1,1
RL,Y57,LA1414,0.152542373,0.512195122,0.046511628,NA,-0.408450704,0.254385965
SL,Y57,LA1414,NA,0.0625,0.5,0.444444444,0.545454545,0.166666667
ST,Y57,LA1414,NA,-0.022222222,-0.196078431,0.2,-0.039215686,0.127659574
RFM,Y57,LA1414,0.278279504,0.151997738,0.248589847,0.421175603,0.011520951,0.10671896
SFM,Y57,LA1414,0.300163458,0.077801167,0.144068454,0.33741845,0.167475382,0.191108129
TFM,Y57,LA1414,0.295966298,0.087474661,0.155955736,0.346655636,0.142354719,0.179308454
RDM,Y57,LA1414,0.442446043,0.465940054,0.570765661,0.622047244,0.25,0.258555133
SDM,Y57,LA1414,0.362869198,0.188911117,0.232399513,0.510658606,0.34900074,0.402659393
TDM,Y57,LA1414,0.366906475,0.227622999,0.24691358,0.457327586,0.30089172,0.307354302
WC,Y57,LA1414,0.290678233,0.078182723,0.149830044,0.339223689,0.132460966,0.170786517
WCn,Y57,LA1414,1.610377486,NA,2.627133738,2.468836652,5.681481912,3.061861365
GPI,Y57,LA1414,NA,1.158460215,0.990403294,1.223570184,1.082712453,1.240767126
GPF,Y57,LA1414,NA,0.109924243,0.221112225,0.251589531,0.192578583,0.235673832
dGP,Y57,LA1414,0.129735584,NA,0.096426637,0.062563297,0.053767193,0.053013944
L4FM,Y57,LA1414,0.308975696,0.22181415,0.109548916,0.185690683,0.127646959,0.036680698
L4DM,Y57,LA1414,0.339761249,0.267782427,0.164609053,0.250896057,0.178759201,0.070921986
L4A,Y57,LA1414,0.310155681,0.206227993,0.148449449,0.139735791,0.122222132,0.040460677
RNa,Y57,LA1414,15.4305861,36.0875696,27.41636749,19.30524148,40.08402508,45.73602977
RK,Y57,LA1414,0.539814191,1.460708458,1.339350521,1.003322791,NA,1.850409618
LNa,Y57,LA1414,22.84728374,NA,28.56503916,32.6374729,23.31397144,19.82200998
LK,Y57,LA1414,0.682259154,NA,0.761237036,0.68272384,0.733220562,NA
LeafSucculence,Y57,LA1414,0.986695386,1.055452967,0.70511146,1.288201171,1.007747486,0.8281755
LeafPerimeter,Y57,LA1414,NA,0.280961355,0.276147111,0.261175604,0.243336383,NA
LeafVertLength,Y57,LA1414,NA,0.381737915,0.330004432,0.378500028,0.343591375,NA
LeafHorizWidth,Y57,LA1414,0.506490036,0.368271328,0.371620951,0.247160609,0.290972727,0.126844834
LeafElongationFactor,Y57,LA1414,1.010387279,0.964713943,1.126109169,0.653036535,0.846872567,0.519624287
DG,Y58,LA1427,2,2,2,2,2,2
DL4,Y58,LA1427,NA,13,13,13,13,13
DH,Y58,LA1427,11,11,11,11,11,11
LN,Y58,LA1427,0.5,0.5,0.5,0.5,0.5,0.5
RL,Y58,LA1427,0.84,-0.114285714,0.376470588,0.48,0.651685393,0.23255814
SL,Y58,LA1427,0.36,0.444444444,NA,0.473684211,0.392857143,0.447368421
ST,Y58,LA1427,0.357575758,0.296875,0.404580153,0.398601399,0.365714286,0.295774648
RFM,Y58,LA1427,0.120267899,0.096914458,0.112712073,0.165899768,0.085596425,0.167399187
SFM,Y58,LA1427,0.142028444,0.235144118,0.324986426,0.34282611,0.197262551,0.187126041
TFM,Y58,LA1427,0.138507366,0.206564491,0.287208346,0.298467152,0.175989045,0.184381878
RDM,Y58,LA1427,0.258308157,0.329752066,0.352243861,0.404320988,0.26551034,0.389442231
SDM,Y58,LA1427,0.208338814,0.307922272,0.441514961,0.45322887,0.266620402,0.245046924
TDM,Y58,LA1427,0.195158287,0.304666573,0.404494382,0.42298955,0.247770162,0.244401868
WC,Y58,LA1427,0.134747302,0.200156552,0.279310248,0.290652474,0.171129079,0.18029013
WCn,Y58,LA1427,4.851705588,32.82051798,NA,-9.173482892,5.984947102,5.810699376
GPI,Y58,LA1427,1.104235448,0.98011563,1.175757726,1.02066761,0.823636437,1.172317191
GPF,Y58,LA1427,0.290404522,0.480961769,0.46064736,0.422584214,0.365892326,0.290568769
dGP,Y58,LA1427,0.188222319,0.377342497,0.325103225,0.291858047,0.262084963,0.120227588
L4FM,Y58,LA1427,0.064602319,0.194534574,0.215334534,0.250251023,0.13074094,0.110082192
L4DM,Y58,LA1427,0.093767237,0.266666667,0.3122498,0.328767123,0.164355419,0.150659134
L4A,Y58,LA1427,0.086625436,0.19981477,0.216809451,0.245675638,0.129835488,0.108772471
RNa,Y58,LA1427,17.21818082,20.59064307,19.59493617,17.19868343,22.23860158,16.04093273
RK,Y58,LA1427,0.44254133,0.451952226,0.415246025,0.518244291,0.625436732,0.400766549
LNa,Y58,LA1427,NA,12.38900224,13.05842993,14.79891422,14.54766015,18.32313263
LK,Y58,LA1427,0.731951535,0.640542157,0.468341556,0.559620819,0.525469281,0.674982416
LeafSucculence,Y58,LA1427,NA,0.939381333,0.950865587,0.9890967,0.982202138,0.97636466
LeafPerimeter,Y58,LA1427,0.165531095,0.332546439,0.33075688,0.353899642,0.203967691,0.231840002
LeafVertLength,Y58,LA1427,0.241558469,0.409488029,0.384934911,0.422729287,0.301230505,0.307692308
LeafHorizWidth,Y58,LA1427,0.244706927,0.490679034,0.426711096,0.487175622,0.384614185,0.306131194
LeafElongationFactor,Y58,LA1427,1.01303097,1.19827957,1.108597986,1.152501604,1.276823388,0.994871795
DG,Y59,LA1447,5,5,5,5,5,5
DL4,Y59,LA1447,18,18,18,18,19,19
DH,Y59,LA1447,11,11,11,11,11,11
LN,Y59,LA1447,0.5,0.5,0.5,0.5,NA,0.5
RL,Y59,LA1447,0.882352941,0.747126437,0.647887324,1.232876712,0.743243243,0.62962963
SL,Y59,LA1447,0.0625,0.6,0.277777778,0.695652174,0.153846154,0
ST,Y59,LA1447,NA,0.344594595,0.386904762,0.346456693,0.382113821,0.401459854
RFM,Y59,LA1447,0.080588075,0.171325561,0.263480929,0.235301028,NA,0.291179321
SFM,Y59,LA1447,NA,0.187551705,0.192709114,0.185094495,NA,0.176725589
TFM,Y59,LA1447,NA,0.184864043,0.202040492,0.192221111,NA,0.1923287
RDM,Y59,LA1447,NA,0.264,0.359696641,0.38247012,0.456355283,0.396111786
SDM,Y59,LA1447,0.122202255,0.201358234,0.216483686,0.213165537,NA,0.255598622
TDM,Y59,LA1447,NA,0.180581875,0.20341394,0.19791408,NA,0.228131075
WC,Y59,LA1447,NA,0.185184259,0.201935343,0.191811308,NA,0.189903303
WCn,Y59,LA1447,1.043978265,0.595985647,0.921993507,NA,0.494777247,NA
GPI,Y59,LA1447,NA,1.326909027,1.435011376,1.345504523,NA,1.404085796
GPF,Y59,LA1447,0.182616102,0.172027524,0.161587844,0.138702662,0.234511191,0.193522276
dGP,Y59,LA1447,0.101279986,0.09531224,0.089354936,0.057946356,NA,0.083556897
L4FM,Y59,LA1447,0.060187561,0.102961449,0.100336276,0.098131289,0.076673739,0.072655479
L4DM,Y59,LA1447,0.05416477,0.081691494,0.110114192,0.095973783,0.102179837,0.074927954
L4A,Y59,LA1447,0.063460869,0.111924271,0.107716175,NA,0.09591271,0.08310712
RNa,Y59,LA1447,10.88439593,10.78614361,10.3371412,NA,NA,10.89455273
RK,Y59,LA1447,0.517601919,0.905155376,0.977419674,1.114326497,0.683146301,0.717276502
LNa,Y59,LA1447,19.26666132,13.68422398,11.99564263,19.68107041,17.57783426,22.62231916
LK,Y59,LA1447,0.586896963,0.447740416,0.758427103,0.493353725,0.825424372,0.696504399
LeafSucculence,Y59,LA1447,0.959259509,0.940783224,0.9210564,NA,0.774225487,0.871677958
LeafPerimeter,Y59,LA1447,0.207230616,0.253514873,0.235122536,NA,0.265248657,0.231095776
LeafVertLength,Y59,LA1447,0.263046729,0.348552093,0.30483398,NA,0.364039572,0.32726882
LeafHorizWidth,Y59,LA1447,0.254361786,0.413043875,0.408211588,NA,0.272727273,0.289624596
LeafElongationFactor,Y59,LA1447,0.967008526,1.184959047,1.339199296,NA,0.749115746,0.884956943
DG,Y60,LA1448,5,5,5,5,5,5
DL4,Y60,LA1448,33,35,36,22,23,36
DH,Y60,LA1448,11,11,11,11,11,11
LN,Y60,LA1448,0.5,0.5,NA,0.5,0.5,0.5
RL,Y60,LA1448,0.050955414,0.312101911,0.097972973,0.107142857,0.416216216,0.089361702
SL,Y60,LA1448,0.25,0.352941176,0.15,NA,0.466666667,0.259259259
ST,Y60,LA1448,0.333333333,0.342105263,0.149122807,0.461538462,0.255639098,0.090909091
RFM,Y60,LA1448,0.059004209,0.172673832,0.14181368,NA,0.251140327,0.104507737
SFM,Y60,LA1448,0.115237009,0.136980176,0.146845075,NA,0.153358323,0.11244017
TFM,Y60,LA1448,0.104798575,0.142756924,0.146104281,NA,0.169359654,0.111100167
RDM,Y60,LA1448,0.174757282,0.202749141,0.277506112,0.729119639,0.414221219,0.222510823
SDM,Y60,LA1448,0.120175867,0.198318603,0.256237624,NA,0.230661323,0.221533977
TDM,Y60,LA1448,0.138103161,0.184864071,0.224587912,NA,0.225143284,0.193902298
WC,Y60,LA1448,0.102053412,0.139810597,0.140526927,NA,0.165129901,0.105286204
WCn,Y60,LA1448,NA,-0.307219289,-3.166850802,1.798782943,7.894589809,13.99545668
GPI,Y60,LA1448,1.006354369,1.128064896,1.351325828,1.617197394,1.121768122,1.040216821
GPF,Y60,LA1448,0.149493841,0.221692224,0.199136221,NA,0.194764421,0.169566277
dGP,Y60,LA1448,0.087565453,0.118855771,0.096389969,NA,0.125880467,0.086603723
L4FM,Y60,LA1448,NA,0.079657353,0.048543689,0.10484006,0.103530442,0.057596154
L4DM,Y60,LA1448,NA,0.124516628,0.080736544,0.140521206,0.134418605,0.102233251
L4A,Y60,LA1448,NA,0.113259274,0.066584733,0.12618236,0.122627586,0.072540261
RNa,Y60,LA1448,17.79101466,16.44838551,NA,16.2815764,16.31749975,14.46769519
RK,Y60,LA1448,0.501643638,0.407896505,0.487034736,0.413430443,0.310409015,0.420180209
LNa,Y60,LA1448,25.37799835,33.26541912,16.92573087,25.41930162,41.28138586,26.39180373
LK,Y60,LA1448,0.639124821,0.712133382,0.554164535,0.769067001,0.688142236,0.755722384
LeafSucculence,Y60,LA1448,0.877439754,0.657584875,0.673020183,0.796179236,0.814857197,0.727983201
LeafPerimeter,Y60,LA1448,0.318150325,0.270753509,0.19384202,0.267726933,0.283236488,0.217687855
LeafVertLength,Y60,LA1448,0.43573139,0.359448824,0.289649926,0.364560893,0.359528647,0.306980382
LeafHorizWidth,Y60,LA1448,0.494615952,0.371214146,0.208616427,0.322830029,0.35967512,0.226671266
LeafElongationFactor,Y60,LA1448,1.13502455,1.032711809,0.720263686,0.885626362,1.000413964,0.738346082
DG,Y61,LA1449,3,3,3,3,3,3
DL4,Y61,LA1449,16,16,16,16,16,16
DH,Y61,LA1449,11,11,11,11,11,11
LN,Y61,LA1449,1,NA,NA,1,1,1
RL,Y61,LA1449,0.417910448,NA,0.227272727,0.315068493,0.234693878,0.27672956
SL,Y61,LA1449,0.736842105,0.444444444,1.5,0.214285714,0.230769231,1.625
ST,Y61,LA1449,0.454545455,0.913043478,0.285714286,0.378787879,0.346153846,0.75
RFM,Y61,LA1449,0.49086758,0.418712446,0.187518208,0.256257016,0.640559117,0.420794233
SFM,Y61,LA1449,NA,0.374387112,0.278948345,0.337395932,0.407687929,0.454589813
TFM,Y61,LA1449,NA,0.380399432,0.260048578,0.3210309,0.441019875,0.448926243
RDM,Y61,LA1449,0.713429257,0.719543147,0.355574324,0.427272727,0.946251768,0.821954485
SDM,Y61,LA1449,1.240880139,0.642155009,0.454973992,0.472995639,0.7388745,0.789832434
TDM,Y61,LA1449,0.8447256,0.53798034,0.349403836,0.411018755,0.642484796,0.674166808
WC,Y61,LA1449,NA,0.370198347,0.253884009,0.315032392,0.428820693,0.43415051
WCn,Y61,LA1449,NA,2.739750064,1.964399275,1.774150169,3.713783374,2.915601178
GPI,Y61,LA1449,1.995373687,1.385713754,1.209804361,1.092940478,1.871992007,2.125749082
GPF,Y61,LA1449,0.427308623,0.282108398,0.365025796,0.313643973,NA,0.378188528
dGP,Y61,LA1449,0.183898876,0.153078809,0.222124003,0.199251525,NA,0.165673744
L4FM,Y61,LA1449,0.095436489,0.07538084,0.036947694,0.220305611,0.225332994,0.243866734
L4DM,Y61,LA1449,0.144605117,0.142450142,0.064963188,0.235081374,0.322745902,0.359099209
L4A,Y61,LA1449,0.118082156,0.088617867,0.051107431,0.221035603,0.245324661,0.274131985
RNa,Y61,LA1449,24.48880751,13.53513469,17.95019976,14.46583109,18.25503628,22.67072906
RK,Y61,LA1449,1.483796024,1.375397423,NA,1.477266584,1.224019878,1.554088002
LNa,Y61,LA1449,14.41236769,17.56750337,12.1113798,22.2594518,22.25564671,20.55116001
LK,Y61,LA1449,1.144857414,1.323734125,1.105511815,NA,0.985197209,1.032220244
LeafSucculence,Y61,LA1449,0.768490923,0.783686709,0.666846994,0.989706361,0.882661816,0.85157979
LeafPerimeter,Y61,LA1449,0.294759208,0.236160106,0.150958841,0.38946989,0.391267709,0.490098154
LeafVertLength,Y61,LA1449,0.379565428,0.334458923,0.273670399,0.436973621,0.440210155,0.554260192
LeafHorizWidth,Y61,LA1449,0.236718406,0.302878195,0.192311751,0.424379562,0.473031975,0.412937288
LeafElongationFactor,Y61,LA1449,0.623732385,0.905564142,0.702682674,0.971268208,1.074574363,0.744987869
DG,Y62,LA1450,5,5,5,5,5,5
DL4,Y62,LA1450,21,21,22,22,22,NA
DH,Y62,LA1450,11,11,11,11,11,11
LN,Y62,LA1450,NA,0.5,0.5,0.5,0.5,0.5
RL,Y62,LA1450,0.253846154,0.070422535,0.506329114,0.382165605,0.552631579,0.536585366
SL,Y62,LA1450,1,0.769230769,0.692307692,0.363636364,1.1,0.571428571
ST,Y62,LA1450,0.355140187,0.316176471,0.324503311,0.45890411,0.25862069,0.15
RFM,Y62,LA1450,0.197711939,0.275428821,0.191809014,0.274501348,0.353588573,0.176316493
SFM,Y62,LA1450,0.118423563,0.158097686,0.104802521,0.152574984,0.137905031,0.1572117
TFM,Y62,LA1450,0.127548953,0.171400612,0.117494596,0.166272999,0.158202673,0.159927351
RDM,Y62,LA1450,0.227826087,0.4,0.287625418,0.485576923,0.374,0.313819578
SDM,Y62,LA1450,0.171762366,0.232396326,0.175400606,0.223557692,0.22795577,0.250337382
TDM,Y62,LA1450,0.155769231,0.217017208,0.164277523,0.220558478,0.212941797,0.196912037
WC,Y62,LA1450,0.125417574,0.168240639,0.113983561,0.162816466,0.154543317,0.157148226
WCn,Y62,LA1450,3.505597406,-4.97001786,2.497981629,-12.27789038,-2.249306965,4.174809266
GPI,Y62,LA1450,1.004437852,1.400111223,1.044012726,1.215365342,1.133865652,1.148720116
GPF,Y62,LA1450,0.09781244,0.131143327,0.110950457,0.152660282,0.135198281,0.211076785
dGP,Y62,LA1450,0.025778688,0.030715142,0.037761889,0.06899008,0.059058078,NA
L4FM,Y62,LA1450,0.070166526,0.103058424,0.074101083,0.074499677,0.107786411,0.1298178
L4DM,Y62,LA1450,0.09135201,0.118858954,0.093181818,0.120200334,0.13253012,NA
L4A,Y62,LA1450,0.078978755,0.095010954,0.095248441,0.088429638,0.121944749,0.152885739
RNa,Y62,LA1450,12.16196248,20.08699715,19.27005549,20.64851095,10.56595874,9.680210214
RK,Y62,LA1450,0.593321908,2.465446713,1.57783292,1.966401406,0.518676354,0.694519424
LNa,Y62,LA1450,26.83186424,27.96726123,31.17805225,16.85872377,22.12561102,NA
LK,Y62,LA1450,0.691590499,1.022847905,0.779468469,0.797498999,0.939839716,NA
LeafSucculence,Y62,LA1450,0.861019398,NA,0.756032888,0.799154078,0.863465476,NA
LeafPerimeter,Y62,LA1450,0.166065726,0.184414653,0.186337633,0.239312224,0.269178015,0.24037471
LeafVertLength,Y62,LA1450,0.256465517,0.253974706,0.305282896,0.325576424,0.359630361,0.321801006
LeafHorizWidth,Y62,LA1450,0.247771148,0.286262454,0.262998921,0.308718212,0.335231828,0.330602541
LeafElongationFactor,Y62,LA1450,0.966048214,1.127027415,0.861409948,0.948191214,0.932147643,1.027336999
DG,Y63,LA1452,4,4,4,4,4,4
DL4,Y63,LA1452,18,18,19,19,19,19
DH,Y63,LA1452,11,11,11,11,11,11
LN,Y63,LA1452,NA,0.5,0.5,0.4,0.5,0.5
RL,Y63,LA1452,0.443181818,0.309278351,0.854545455,1,0.814814815,0.385542169
SL,Y63,LA1452,0.333333333,0.5,0.35483871,NA,0.333333333,0.235294118
ST,Y63,LA1452,NA,0.213675214,0.365517241,0.108974359,0.283464567,0.218978102
RFM,Y63,LA1452,0.136605559,0.160878063,0.232410548,0.081704808,0.125186289,0.089025138
SFM,Y63,LA1452,0.153779531,0.164018902,0.151615166,NA,0.136152351,0.15405483
TFM,Y63,LA1452,0.151375957,0.163590501,0.161890978,NA,0.134842843,0.146566696
RDM,Y63,LA1452,0.348387097,0.319852941,0.238396624,0.14109589,0.323076923,0.445747801
SDM,Y63,LA1452,0.247274814,0.246268657,0.196889477,0.085978375,0.152604167,0.217129475
TDM,Y63,LA1452,0.272969882,0.270965337,0.193420439,0.092269327,0.181305574,0.234218864
WC,Y63,LA1452,0.144398013,0.157338484,0.159891078,NA,0.131712378,0.141176294
WCn,Y63,LA1452,-3.007059234,-1.552906825,-4.837189611,5.26378676,NA,NA
GPI,Y63,LA1452,1.016896898,0.892794495,1.090273637,0.815405887,1.083466176,1.168975069
GPF,Y63,LA1452,0.39542924,0.255646742,0.15047337,0.131459217,0.152850928,0.177932467
dGP,Y63,LA1452,0.275560841,0.176898392,0.070490875,0.090932571,0.09444003,0.114197681
L4FM,Y63,LA1452,0.24503048,0.248532824,0.135036496,0.094495275,0.322888889,0.152889614
L4DM,Y63,LA1452,0.310526316,0.33271028,0.153164557,0.092640693,0.325112108,0.20698577
L4A,Y63,LA1452,0.244436957,0.25361828,0.162442152,0.112107661,0.327682394,0.178577022
RNa,Y63,LA1452,22.71976125,28.9015616,15.0665992,14.36035246,20.76197579,30.85328639
RK,Y63,LA1452,0.584877524,1.007159277,0.937937763,0.771743662,NA,1.307444839
LNa,Y63,LA1452,33.40618128,36.53732853,14.38963429,16.23457334,17.35657492,24.07366245
LK,Y63,LA1452,0.405438867,0.559702381,0.763120626,0.937667373,0.619877676,0.787428408
LeafSucculence,Y63,LA1452,0.980534623,0.953804425,0.821271382,0.844466421,0.984625075,0.830246178
LeafPerimeter,Y63,LA1452,0.349835591,0.367448316,0.247874196,0.206578559,0.480033739,0.309500035
LeafVertLength,Y63,LA1452,0.43333214,0.464976664,0.400572197,NA,0.516853684,0.418401164
